taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Xanthorrhoea malacophylla,"Distribution and occurrence: Usually grows in moist or wet sclerophyll forest, or on rainforest margins, on steep rocky hillsides; coastal ranges from Wyong to Casino district.NSW subdivisions: NC, CC Distinct in having a very tall trunk, and ± bright green leaves which are unusually spongy and soft. Packing bracts and outer tepals are dark brown.", usually grows in moist or wetsclerophyllforest or on rainforestmargins on steep rocky hillsides coastal ranges from wyong to casino district  ,,,,,,,moist wet,moist wets,coastal hills,coastal hills hillsides,forest_wet_sclerophyll rainforest_margin,wetsclerophyllforest rainforestmargins,,,,,soil_rocky,rocky,,
Xanthorrhoea media,"Distribution and occurrence: Grows in sclerophyll forest on sandstone, usually on the drier, more exposed ridges and hillsides; from near Syney region to the Blue Mtns.NSW subdivisions: CC, CT Some larger plants have prominent cluster bracts over the entire length of the spike. Further research is necessary to determine the status of these specimens.", grows in sclerophyllforest on sandstone usually on the drier more exposed ridges and hillsides from near syney region to the blue mtns  ,,,,,,,dry,drier,hills ridges,hills hillsides ridges,forest_sclerophyll,sclerophyllforest sclerophyllforest,,,sandstone,sandstone,sand,sands,,
Xanthorrhoea minor,"Distribution and occurrence: Coast and tableland areas of NSW, Vic and southeastern SA.NSW subdivisions: CC, CT, SC Other Australian states: Vic. S.A. Subsp. lutea is included in the key below. It has not been recorded in NSW but is recorded from Victoria close to the NSW border. K.L.Gibbons 2 Sept. 2021", coast and tableland areas of nsw vic and southeastern sa  ,,,,,,,,,plateaus,tableland,,,,,,,,,,
Xanthorrhoea minor subsp. minor,"Distribution and occurrence: Mainly in the area bounded by Gosford, Springwood and Campbelltown. Grows in heath and swamps, usually on poorly drained sites which are seasonally waterlogged, very often in clay soils.NSW subdivisions: CC, CT      This taxon is variable.       Depauperate plants of other species (e.g. X. media and ) sometimes produce inflorescences with the dimensions of X. minor, and are thus mistaken for it. They are distinguished, however, by their leaf, bract and flower characters. The fruit of X. minor are also often distinctively curved with the apices pointing upwards.Text by DJ Bedford (1993); edited KL Wilson (March 2011)Taxon concept: Flora of NSW vol 4", mainly in the area bounded by gosford springwood and campbelltown grows in heath and swamps usually on poorly drained sites which are seasonally waterlogged very often in clay soils  ,,,,,,,wet,swamps waterlogged,,,heath swamp,heath swamps,,,,,clay,clay,,
Xanthorrhoea resinosa,"Distribution and occurrence: Usually grows in heath or low sclerophyll woodland in seasonally wet sites on sandy soils and on sandstone; Blue Mtns and coastal areas; south from Sydney.NSW subdivisions: CC, SC, CT Other Australian states: Vic.", usually grows in heath or low sclerophyll woodland in seasonally wet sites on sandy soils and on sandstone blue mtns and coastal areas south from sydney  ,,,,,,,wet,wet,coastal,coastal,heath sclerophyll woodland,heath sclerophyll woodland,,,sandstone,sandstone,sand,sands sandy,,
Asplenium aethiopicum,"Distribution and occurrence: A terrestrial fern growing on or amongst rocks in open forest; uncommon, north from Mt Keira.NSW subdivisions: NC, CC Other Australian states: Qld Vic.", a terrestrial fern growing on or amongst rocks in openforest uncommon north from mt keira  ,,,,,uncommon,uncommon,,,,,forest_open,openforest,,,,,,,,
Asplenium attenuatum,"Distribution and occurrence: Usually on rocks in shady places or gullies, sometimes epiphytic; north from the lower Blue Mtns.NSW subdivisions: NC, CC, SC Other Australian states: Qld", usually on rocks in shady places or gullies sometimesepiphytic north from the lower blue mtns  ,,,epiphyte_sometimes,sometimesepiphytic,,,,,gullies,gullies,,,,,,,,,,
Asplenium attenuatum var. attenuatum,"Distribution and occurrence:  Usually on rocks in shady places or gullies, sometimes epiphytic.NSW subdivisions: NC, CC, SC Other Australian states: Qld", usually on rocks in shady places or gullies sometimesepiphytic  ,,,epiphyte_sometimes,sometimesepiphytic,,,,,gullies,gullies,,,,,,,,,,
Asplenium attenuatum var. indivisum,"Distribution and occurrence: North from the lower Blue Mtns. Usually on rocks in shady places or gullies, sometimes epiphytic.NSW subdivisions: CC Other Australian states: Qld", north from the lower blue mtns usually on rocks in shady places or gullies sometimesepiphytic  ,,,epiphyte_sometimes,sometimesepiphytic,,,,,gullies,gullies,,,,,,,,,,
Asplenium australasicum,"Distribution and occurrence: Widespread in rainforest where it is commonly found both on rocks and as a large epiphyte in trees.NSW subdivisions: NC, CC, SC, NT, CT, CWS, LHI Other Australian states: Qld", widespread in rainforest where it is commonly found both on rocks and as a large epiphyte in trees  ,,,,,widespread,widespread,,,,,rainforest,rainforest rainforest,,,,,,,,
Asplenium decurrens,"Distribution and occurrence: South from Kiama. Terrestrial fern growing in sheltered sites close to the sea.NSW subdivisions: CC, SC Other Australian states: Vic. Tas.", south from kiama terrestrial fern growing in sheltered sites closetothesea  ,,,,,,,,,,,coastal,closetothesea,,,,,,,,
Asplenium difforme,"Distribution and occurrence: A terrestrial fern growing in crevices on rocky headlands; north from La Perouse.NSW subdivisions: NC, CC Other Australian states: Qld", a terrestrial fern growing in crevices on rocky headlands north from la perouse  ,,,,,,,,,,,crevices,crevices,,,,,soil_rocky,rocky,,
Asplenium flabellifolium,"Distribution and occurrence: Trailing terrestrial species, chiefly found in rock crevices, sometimes epiphytic, in rainforest or open forest.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS, SWS Other Australian states: Qld Vic. Tas. W.A. S.A.", trailing terrestrial species chiefly found in rock crevices sometimesepiphytic in rainforest or openforest  ,,,epiphyte_sometimes,sometimesepiphytic,,,,,,,forest_open rainforest crevices,openforest rainforest crevices rainforest,,,,,,,,
Asplenium flaccidum,"Distribution and occurrence: Often forming large pendent clumps in rainforest, growing on trees or rocks.NSW subdivisions: NC, CC, SC, NT, CT, ST Other Australian states: Qld Vic. Tas.", often forming large pendent clumps in rainforest growing on trees or rocks  ,,,,,,,,,,,rainforest,rainforest rainforest,,,,,,,,
Asplenium flaccidum subsp. flaccidum,"Distribution and occurrence: Often forming large pendent clumps in rainforest, growing on trees or rocks.NSW subdivisions: NC, CC, SC, NT, CT, ST Other Australian states: Qld Vic. Tas.", often forming large pendent clumps in rainforest growing on trees or rocks  ,,,,,,,,,,,rainforest,rainforest rainforest,,,,,,,,
Asplenium goudeyi,"Distribution and occurrence: Endemic; locally common. Epiphyte on trees in closed forest or a lithophyte on basalt rocks, boulders and cliff faces, sometimes in very exposed situations.NSW subdivisions: LHI", endemic locallycommon epiphyte on trees in closedforest or a lithophyte on basalt rocks boulders and clifffaces sometimes in very exposed situations  ,,,,,common_locally,locallycommon,,,cliff,clifffaces,cliffs forest_closed,clifffaces closedforest,,,basaltic,basalt,,,,
Asplenium gracillimum,"Distribution and occurrence: Clumped fern in rainforest, terrestrial or growing on rocks, trees or treefern trunks.NSW subdivisions: NC, CC, SC, CT, ST Other Australian states: Qld Vic. Tas. S.A. Accepted following Field (2020) Classification and typification of Australian lycophytes and ferns based on Pteridophyte Phylogeny Group classification PPG I. Australian Systematic Botany 33(1): 54, ahead of review by APC.", clumped fern in rainforest terrestrial or growing on rocks trees or treefern trunks  ,,,,,,,,,,,rainforest,rainforest rainforest,,,,,,,,
Asplenium harmanii,Distribution and occurrence: Mostly growing on rocks in rainforest in the higher parts of the Border Ranges.NSW subdivisions: NC Other Australian states: Qld, mostly growing on rocks in rainforest in the higher parts of the border ranges  ,,,,,,,,,,,rainforest,rainforest rainforest,,,,,,,,
Asplenium hookerianum,Distribution and occurrence: A terrestrial fern growing amongst rocks in subalpine regions; very rare. Not recorded for NSW but likely to occur in ST. also in New Zealand.NSW subdivisions: ?ST Other Australian states: Vic. Tas.Threatened species: Commonwealth EPBC: Vulnerable, a terrestrial fern growing amongst rocks in subalpine regions veryrare notrecorded for nsw but likely to occur in st also in new zealand  ,,,,,very_rare,veryrare,,,,,subalpine,subalpine,,,,,,,,
Asplenium milnei,Distribution and occurrence: Endemic. Common in lowland forest.NSW subdivisions: LHI, endemic common in lowland forest  ,,,,,common,common,,,,,forest,forest,,,,,,,,
Asplenium polyodon,"Distribution and occurrence: Widespread in rainforest, epiphytic or growing on rocks.NSW subdivisions: NC, CC, SC, NT, CT, ST, LHI Other Australian states: Qld", widespread in rainforest epiphytic or growing on rocks  ,,,,,widespread,widespread,,,,,rainforest,rainforest rainforest,,,,,,,,
Asplenium pteridoides,Distribution and occurrence: Uncommon; confined to mountain tops. Endemic. Cool moist understorey on basalt.NSW subdivisions: LHI, uncommon confined to mountain tops endemic cool moist understorey on basalt  ,,,,,uncommon,uncommon,moist,moist,mountains,mountain,,,,,basaltic,basalt,,,,
Asplenium surrogatum,"Distribution and occurrence: Endemic. Occurs in forest at high altitudes, rare at lower elevations.NSW subdivisions: LHI", endemic occurs in forest at high altitudes rare at lower elevations  ,,,,,rare,rare,,,,,forest,forest,,,,,,,,
Asplenium trichomanes,"Distribution and occurrence: A terrestrial fern found growing at higher altitudes, usually on limestone; more common in southern regions.NSW subdivisions: NC, NT, CT, ST, CWS Other Australian states: Vic. Tas. W.A. S.A.", a terrestrial fern found growing at higher altitudes usually on limestone more common in southern regions  ,,,,,common,common,,,,,,,,,limestone,limestone,,,,
Pleurosorus rutifolius,"Distribution and occurrence: Widespread, on hillsides, often growing in the shelter of rocks, chiefly in dry areas and exposed situations.NSW subdivisions: NC, CC, NT, CT, ST, NWS, CWS, SWS, NWP, SWP, NFWP, SFWP Other Australian states: Qld Vic. Tas. W.A. S.A. N.T.", widespread on hillsides often growing in the shelter of rocks chiefly in dry areas and exposed situations  ,,,,,widespread,widespread,dry,dry,hills,hills hillsides,,,,,,,,,,
Pleurosorus subglandulosus,"Distribution and occurrence: Widespread, on hillsides, often growing in the shelter of rocks, chiefly in dry areas and exposed situations.NSW subdivisions: NC, NT, CT, ST, NWS, CWS, SWS, NWP, SWP, NFWP, SFWP Other Australian states: Qld Vic. Tas. W.A. S.A. N.T.", widespread on hillsides often growing in the shelter of rocks chiefly in dry areas and exposed situations  ,,,,,widespread,widespread,dry,dry,hills,hills hillsides,,,,,,,,,,
Astelia alpina,Distribution and occurrence: Grows in bogs and wet sites in alpine areas of the Snowy Mtns.NSW subdivisions: ST Other Australian states: Vic., grows in bogs and wet sites in alpine areas of the snowy mtns  ,,,,,,,wet,wet,,,alpine bog,alpine bogs,,,,,,,,
Astelia alpina var. novae-hollandiae,Distribution and occurrence: Grows in bogs and wet sites in alpine areas of the Snowy Mtns (ST).NSW subdivisions: ST Other Australian states: Vic., grows in bogs and wet sites in alpine areas of the snowy mtns st  ,,,,,,,wet,wet,,,alpine bog,alpine bogs,,,,,,,,
Astelia psychrocharis,Distribution and occurrence: Grows in bogs and wet sites in alpine and subalpine areas; confined to the Kosciusko area.NSW subdivisions: ST Other Australian states: Vic., grows in bogs and wet sites in alpine and subalpine areas confined to the kosciusko area  ,,,,,,,wet,wet,,,alpine bog subalpine,alpine bogs subalpine,,,,,,,,
Neoastelia spectabilis,"Distribution and occurrence: Grows in rock crevices near waterfalls and in seepage lines on rocky slopes in Nothofagus forest at 900–1150 m alt.; confined to New England N.P.NSW subdivisions: NTThreatened species: NSW BCA: Vulnerable; Commonwealth EPBC: Vulnerable This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.", grows in rock crevices near waterfalls and in seepage lines on rockyslopes in nothofagus forest at 900ï¿½1150 m alt confined to new england np  ,,,,,,,wet,seepage,slopes_rocky flats seepages,rockyslopes seepage seepage,crevices forest,crevices forest,,,,,soil_rocky,rockys,,
Abrotanella nivigena,"Distribution and occurrence: Grows in alpine grassland, herbfields and boggy areas; south from Kosciusko N.P.NSW subdivisions: ST Other Australian states: Vic.", grows in alpinegrassland herbfields and boggy areas south from kosciusko np  ,,,,,,,wet,boggy,,,grassland_alpine herbfield,alpinegrassland herbfields,,,,,,,,
Acanthocladium dockeri,"Distribution and occurrence: Achenes with 80-90 pappus bristles. Grows on sandhills of the Murray-Darling R. system; rare, recorded last century, possibly extinct.NSW subdivisions: ?NFWP, SFWP Other Australian states: S.A.Threatened species: NSW BCA: Presumed Extinct; Commonwealth EPBC: Critically Endangered This species is considered data-deficient by  Saving our Species  (SoS, DPIE) which means a conservation project cannot be developed for it. Visit their website and contact SoS if you have additional information.", achenes with 8090 pappus bristles grows on sandhills of the murraydarling r system rare recorded last century possibly extinct  ,,,,,rare,rare,,,,,sandhills,sandhills,,,,,,,,
