Species,Susceptibility Rating,suggested_name,accepted_name,family,taxon_distribution,Species,In,In cultivation,By experiment,
Dryandra idiogenes,highly_susceptible,Banksia idiogenes,Banksia idiogenes,Proteaceae,WA,Pultenaea stricta,"17,25,34",,,"S43,HS34"
Dryandra ionthocarpa E,highly_susceptible,Banksia ionthocarpa,Banksia ionthocarpa,Proteaceae,WA,Pultenaea subalpina,,"3,44",,HS44
Dryandra kippistiana var. paenepeccata,highly_susceptible,Banksia kippistiana var. paenepeccata,Banksia kippistiana var. paenepeccata,Proteaceae,WA,Pultenaea subspicata,,3,,
Dryandra lepidorhiza,highly_susceptible,Banksia lepidorhiza,Banksia lepidorhiza,Proteaceae,WA,Pultenaea trifida,19,,,
Dryandra mucronulata,highly_susceptible,Banksia mucronulata,Banksia mucronulata,Proteaceae,WA,Sphaerolobium acanthos,,44,,MS44
Dryandra octotriginta,highly_susceptible,Banksia octotriginta,Banksia octotriginta,Proteaceae,WA,Sphaerolobium medium,,,,FR21
Dryandra porrecta,highly_susceptible,Banksia porrecta,Banksia porrecta,Proteaceae,WA,Nothofagus cunninghamii,"2,17,25",,,S43
Dryandra preissii,highly_susceptible,Banksia acuminata,Banksia acuminata,Proteaceae,WA,Gleichenia dicarpa,25,,,S43
Dryandra pulchella,highly_susceptible,Banksia bella,Banksia bella,Proteaceae,WA,Coopernookia barbata,,,,
Dryandra sclerophylla,highly_susceptible,Banksia sclerophylla,Banksia sclerophylla,Proteaceae,WA,Dampiera alata ,,,,S37
Dryandra shanklandiorum,highly_susceptible,Banksia shanklandiorum,Banksia shanklandiorum,Proteaceae,WA,Dampiera fasciculata,,,,FR59
Dryandra speciosa,highly_susceptible,Banksia splendida,Banksia splendida,Proteaceae,WA,Dampiera linearis,15,,,FR21
Dryandra subpinnatifida,highly_susceptible,Banksia subpinnatifida,Banksia subpinnatifida,Proteaceae,WA,Goodenia caerulea,,,,"FR21,40,59"
Dryandra tenuifolia,highly_susceptible,Banksia tenuis,Banksia tenuis,Proteaceae,WA,Goodenia geniculata,25,,,
Dryandra tortifolia,highly_susceptible,Banksia tortifolia,Banksia tortifolia,Proteaceae,WA,Goodenia hederacea s.l.,"25,29",,,S43
Dryandra trifontinalis,highly_susceptible,Banksia trifontinalis,Banksia trifontinalis,Proteaceae,WA,Goodenia humilis,"25,29",,,S43
Dryandra wonganensis,highly_susceptible,Banksia wonganensis,Banksia wonganensis,Proteaceae,WA,Goodenia lanata,"25,29",,,S43
Grevillea chrysophaea,highly_susceptible,Grevillea chrysophaea,Grevillea chrysophaea,Proteaceae,Vic,Goodenia ovata,25,,,
Grevillea irrasa subsp. irrasa,highly_susceptible,Grevillea irrasa subsp. irrasa,Grevillea irrasa subsp. irrasa,Proteaceae,NSW,Goodenia scapigera,,,,"FR40,59"
Grevillea williamsonii E,highly_susceptible,Grevillea aquifolium,Grevillea aquifolium,Proteaceae,"SA, Vic",Lechenaultia biloba,"14,24",3,,"FR21,24"
Hakea marginata,highly_susceptible,Hakea marginata,Hakea marginata,Proteaceae,WA,Lechenaultia floribunda,,3,,
Isopogon alcicornis,highly_susceptible,Isopogon alcicornis,Isopogon alcicornis,Proteaceae,WA,Lechenaultia formosa,,3,,
Isopogon drummondii,highly_susceptible,Isopogon drummondii,Isopogon drummondii,Proteaceae,WA,Lechenaultia hirsuta,,3,,
Isopogon tridens,highly_susceptible,Isopogon tridens,Isopogon tridens,Proteaceae,WA,Scaevola calliptera,,,21,Q21
Isopogon trilobus,highly_susceptible,Isopogon trilobus,Isopogon trilobus,Proteaceae,WA,Scaevola striata s.l.,24,,,FR24
Persoonia cornifolia,highly_susceptible,Persoonia cornifolia,Persoonia cornifolia,Proteaceae,"Qld, NSW",Scaevola thesioides s.l.,,3,,
Persoonia muelleri var. densifolia,highly_susceptible,Persoonia muelleri var. densifolia,Persoonia muelleri var. densifolia,Proteaceae,Tas,Velleia foliosa,,,,FR58
Petrophile anceps,highly_susceptible,Petrophile anceps,Petrophile anceps,Proteaceae,WA,Polyosma alangiacea,,,,FR36
Petrophile ericifolia,highly_susceptible,Petrophile ericifolia,Petrophile ericifolia,Proteaceae,WA,Anigozanthus flavidus,,,,FR54
Petrophile longifolia,highly_susceptible,Petrophile longifolia,Petrophile longifolia,Proteaceae,WA,Anigozanthus manglesii,,,,FR22
Petrophile media,highly_susceptible,Petrophile media,Petrophile media,Proteaceae,WA,Anigozanthus rufus,,,,FR54
Asterolasia phebalioides V,highly_susceptible,Asterolasia phebalioides,Asterolasia phebalioides,Rutaceae,"SA, Vic",Conostylis aculeata s.l.,24,,,FR24
Boronia citriodora,highly_susceptible,Boronia citriodora,Boronia citriodora,Rutaceae,Tas,Conostylis misera E,,,,FR58
Nematolepis squamea s.l.,highly_susceptible,Nematolepis squamea,Nematolepis squamea,Rutaceae,"Qld, NSW, Vic, Tas",Conostylis pusilla,24,,,FR24
Phebalium daviesii,highly_susceptible,Phebalium daviesii,Phebalium daviesii,Rutaceae,Tas,Conostylis serrulata,24,,,"FR21,24"
Stylidium amoenum,highly_susceptible,Stylidium amoenum,Stylidium amoenum,Stylidiaceae,WA,Conostylis setigera s.l.,15,,,"FR21,40"
Pimelea pagophila V,highly_susceptible,Pimelea pagophila,Pimelea pagophila,Thymelaeaceae,Vic,Conostylis setosa,24,,,"FR21,40"
Tetratheca hirsuta,highly_susceptible,Tetratheca hirsuta,Tetratheca hirsuta,Elaeocarpaceae,WA,Macropidia fuliginosa,,54,,FR54
Tetratheca subaphylla,highly_susceptible,Tetratheca subaphylla,Tetratheca subaphylla,Elaeocarpaceae,"NSW, Vic",Gonocarpus benthamii subsp. Stirling,,,,FR58
Tasmannia purpurascens V,highly_susceptible,Tasmannia purpurascens,Tasmannia purpurascens,Winteraceae,NSW,Gonocarpus mezianus,25,,,S43
Xanthorrhoea glauca subsp. glauca,highly_susceptible,Xanthorrhoea glauca subsp. glauca,Xanthorrhoea glauca subsp. glauca,Xanthorrhoeaceae,"Qld, NSW",Gonocarpus rudis,,,,FR58
Andersonia sprengelioides,highly_susceptible,Andersonia sprengelioides [alternative possible names: Andersonia lehmanniana (pro parte misapplied)],Andersonia sprengelioides,Ericaceae,WA,Gonocarpus tetragynus,"17,34",,,
Leucopogon gibbosus,highly_susceptible,Leucopogon gibbosus,Leucopogon gibbosus,Ericaceae,WA,Gonocarpus teucrioides,"2,17,34",,,FR42
Leucopogon gnaphaloides E,highly_susceptible,Leucopogon gnaphalioides,Leucopogon gnaphalioides,Ericaceae,WA,Haloragodendron monospermum,,3,,
Sphenotoma dracophylloides,highly_susceptible,Sphenotoma dracophylloides,Sphenotoma dracophylloides,Ericaceae,WA,Apodytes brachstylis,,,,FR36
Sphenotoma sp. Stirling,highly_susceptible,Sphenotoma sp. Stirling Range (P.G.Wilson 4235),Sphenotoma sp. Stirling Range (P.G.Wilson 4235),Ericaceae,WA,Citronella smythii,,,,FR36
Pultenaea daphnoides,highly_susceptible,Pultenaea daphnoides,Pultenaea daphnoides,Fabaceae,"SA, Qld, NSW, Vic, Tas",Irvingbaileya australis,,,,FR36
Pultenaea reticulata,highly_susceptible,Pultenaea reticulata,Pultenaea reticulata,Fabaceae,WA,Diplarrena moraea,"8,13,17",,,
Adenanthos labillardierei,highly_susceptible,Adenanthos labillardierei,Adenanthos labillardierei,Proteaceae,WA,Isophysis tasmanica,34,,,HS61
Adenanthos linearis,highly_susceptible,Adenanthos linearis,Adenanthos linearis,Proteaceae,WA,Patersonia babianoides,,,,Q21
Banksia benthamiana,highly_susceptible,Banksia benthamiana,Banksia benthamiana,Proteaceae,WA,Patersonia fragilis,"17,34",,,
Banksia violacea,highly_susceptible,Banksia violacea,Banksia violacea,Proteaceae,WA,Patersonia glabrata,,,,S42
Dryandra concinna,highly_susceptible,Banksia concinna,Banksia concinna,Proteaceae,WA,Patersonia occidentalis,"14,24",,,"FR59,S24,37,46,53FR60"
Dryandra foliolata,highly_susceptible,Banksia foliolata,Banksia foliolata,Proteaceae,WA,Patersonia pygmaea,28,,,"HS28,FR21,24"
Dryandra quercifolia,highly_susceptible,Banksia heliantha,Banksia heliantha,Proteaceae,WA,Patersonia rudis,14,,,"S46,SP21"
Isopogon buxifolius var. obovatus,highly_susceptible,Isopogon spathulatus subsp. obovatus,Isopogon spathulatus subsp. obovatus,Proteaceae,WA,Patersonia sericea,2,,,
Lambertia uniflora,highly_susceptible,Lambertia uniflora,Lambertia uniflora,Proteaceae,WA,Patersonia umbrosa,14,,,"FR59,S46"
Petrophile divaricata,highly_susceptible,Petrophile divaricata,Petrophile divaricata,Proteaceae,WA,Gmelina fasciculiflora,,,,FR36
Tetratheca setigera,highly_susceptible,Tetratheca setigera,Tetratheca setigera,Elaeocarpaceae,WA,Hemigenia curvifolia,24,,,FR24
Xanthorrhoea arenaria V,highly_susceptible,Xanthorrhoea arenaria,Xanthorrhoea arenaria,Xanthorrhoeaceae,Tas,Hemigenia ramosissima,,,,FR21
Xanthorrhoea brevistyla,highly_susceptible,Xanthorrhoea brevistyla,Xanthorrhoea brevistyla,Xanthorrhoeaceae,WA,Prostanthera cuneata,,3,,
Andersonia pinaster V,highly_susceptible,Andersonia pinaster,Andersonia pinaster,Ericaceae,WA,Prostanthera decussata,32,,,S32
Banksia oreophila,highly_susceptible,Banksia oreophila,Banksia oreophila,Proteaceae,WA,Prostanthera lasianthos,17,3,,
Xanthorrhoea platyphylla,highly_susceptible,Xanthorrhoea platyphylla,Xanthorrhoea platyphylla,Xanthorrhoeaceae,WA,Prostanthera ovalifolia,,3,,
Andersonia echinocephala,highly_susceptible moderately_susceptible,Andersonia echinocephala,Andersonia echinocephala,Ericaceae,WA,Prostanthera ringens,,3,,
Sphenotoma drummondii E,highly_susceptible low_susceptibility,Sphenotoma drummondii,Sphenotoma drummondii,Ericaceae,WA,Prostanthera saxicola var. montana,,3,,
Gastrolobium leakeanum,highly_susceptible low_susceptibility,Gastrolobium leakeanum,Gastrolobium leakeanum,Fabaceae,WA,Beilschmiedia bancroftii,,,,S36
Persoonia micranthera E,highly_susceptible low_susceptibility,Persoonia micranthera,Persoonia micranthera,Proteaceae,WA,Beilschmiedia collina,16,,,
Boronia parviflora,highly_susceptible low_susceptibility variable_susceptibility,Boronia parviflora,Boronia parviflora,Rutaceae,"SA, Qld, NSW, Vic, Tas",Beilschmiedia tooram,,,,S36
Boronia pilosa s.l.,highly_susceptible moderately_susceptible,Boronia pilosa,Boronia pilosa,Rutaceae,"SA, Vic, Tas",Cassytha glabella,,,,FR22
Gastrolobium pulchellum,highly_susceptible moderately_susceptible susceptible_but_degree_unknown,Gastrolobium pulchellum,Gastrolobium pulchellum,Fabaceae,WA,Cinnamomum oliveri,16,,,HS45
Leptospermum glaucescens,highly_susceptible variable_susceptibility moderately_susceptible,Leptospermum glaucescens,Leptospermum glaucescens,Myrtaceae,Tas,Cryptocarya angulata,,,,FR36
Patersonia pygmaea,highly_susceptible field_resistant,Patersonia pygmaea,Patersonia pygmaea,Iridaceae,WA,Cryptocarya corrugata,,,,FR36
Isopogon baxteri,highly_susceptible low_susceptibilitymoderately_susceptible,Isopogon baxteri,Isopogon baxteri,Proteaceae,WA,Cryptocarya densiflora,,,,FR36
Andersonia grandiflora,highly_susceptible moderately_susceptible,Andersonia grandiflora,Andersonia grandiflora,Ericaceae,WA,Cryptocarya corrugata,16,,,FR36
Leucopogon atherolepis,highly_susceptible moderately_susceptible,Leucopogon atherolepis,Leucopogon atherolepis,Ericaceae,WA,Cryptocarya glaucescens,16,,,
Gastrolobium mondurup,highly_susceptible moderately_susceptible,Gastrolobium mondurup,Gastrolobium mondurup,Fabaceae,WA,Cryptocarya leucophylla,,,,FR36
Baeckea leptocaulis,highly_susceptible moderately_susceptible,Baeckea leptocaulis,Baeckea leptocaulis,Myrtaceae,Tas,Cryptocarya lividula,,,,FR36
Dryandra pseudoplumosa,highly_susceptible moderately_susceptible,Banksia pseudoplumosa,Banksia pseudoplumosa,Proteaceae,WA,Cryptocarya mackinnoniana,,,,S36
Isopogon latifolius,highly_susceptible moderately_susceptible,Isopogon latifolius,Isopogon latifolius,Proteaceae,WA,Cryptocarya putida,,,,FR36
Lambertia ericifolia,highly_susceptible moderately_susceptible,Lambertia ericifolia,Lambertia ericifolia,Proteaceae,WA,Endiandra bessaphila,,,,S36
Dryandra armata s.l.,highly_susceptible susceptible_but_degree_unknown,Banksia armata,Banksia armata,Proteaceae,WA,Endiandra dichrophylla,,,,FR36
Darwinia oxylepis E,highly_susceptible susceptible_but_degree_unknown,Darwinia oxylepis,Darwinia oxylepis,Myrtaceae,WA,Endiandra monothyra subsp. monothyra,,,,FR36
Banksia baueri,highly_susceptible susceptible_but_degree_unknown moderately_susceptible,Banksia baueri,Banksia baueri,Proteaceae,WA,Endiandra montana,,,,FR36
Isopogon formosus,highly_susceptible susceptible_but_degree_unknown low_susceptibility,Isopogon formosus,Isopogon formosus,Proteaceae,WA,Endiandra sankeyana,,,,FR36
Olearia axillaris,low_susceptibility,Olearia axillaris,Olearia axillaris,Asteraceae,"WA, SA, NSW, Vic, Tas",Endiandra wolfei,,,,FR36
Allocasuarina eriochlamys subsp. grossa,low_susceptibility,Allocasuarina eriochlamys subsp. grossa,Allocasuarina eriochlamys subsp. grossa,Casuarinaceae,WA,Utricularia multifida,,,,FR40
Allocasuarina globosa,low_susceptibility,Allocasuarina globosa,Allocasuarina globosa,Casuarinaceae,WA,Lindsaea linearis,,,,"FR40,60"
Bauera rubioides,low_susceptibility,Bauera rubioides,Bauera rubioides,Cunoniaceae,"SA, Qld, NSW, Vic, Tas",Logania serpyllifolia s.l.,,,21,"FR40,59,Q21"
Bauera sessiliflora,low_susceptibility,Bauera sessiliflora,Bauera sessiliflora,Cunoniaceae,Vic,Mitrasacme pilosa,17,,,
Astroloma baxteri,low_susceptibility,Brachyloma baxteri,Brachyloma baxteri,Ericaceae,WA,Nuytsia floribunda,,,,FR22
Astroloma microphyllum,low_susceptibility,Styphelia pentapogona,Styphelia pentapogona,Ericaceae,WA,Lycopodium deuterodensum,35,,,SV22
Astroloma sp. Fitzgerald (GJ Keighery 8376),low_susceptibility,Styphelia prostrata,Styphelia prostrata,Ericaceae,WA,Synoum glandulosum subsp. paniculatum,,,16,FR36
Astroloma sp. Grass Patch (AJG Wilson 110),low_susceptibility,Astroloma sp. Grass Patch (A.J.G.Wilson 110),Astroloma sp. Grass Patch (A.J.G.Wilson 110),Ericaceae,WA,Acacia aculeatissima,25,,,
Coleanthera virgata,low_susceptibility,Styphelia lanata,Styphelia lanata,Ericaceae,WA (presumed extinct),Acacia axillaris V,,,9,MS9
Conostephium marchantiorum,low_susceptibility,Conostephium marchantiorum,Conostephium marchantiorum,Ericaceae,WA,Acacia barbinervis s.l.,24,,,"FR21,24"
Conostephium uncinatum,low_susceptibility,Conostephium uncinatum,Conostephium uncinatum,Ericaceae,WA,Acacia baxteri,,,,FR56
Leucopogon cucullatus,low_susceptibility,Leucopogon cucullatus,Leucopogon cucullatus,Ericaceae,WA,Acacia browniana s.l.,24,,,FR24
Leucopogon unilateralis,low_susceptibility,Leucopogon unilateralis,Leucopogon unilateralis,Ericaceae,WA,Acacia browniana var. intermedia,,,,FR40
Leucopogon sp. 4,low_susceptibility,Styphelia blakei,Styphelia blakei,Ericaceae,Qld,Acacia buxifolia subsp. buxifolia,3,,,
Lysinema lasianthum,low_susceptibility,Lysinema lasianthum,Lysinema lasianthum,Ericaceae,WA,Acacia campylophylla,24,,,S24
Monotoca sp. Mt Maxwell (KR Newbey 4727),low_susceptibility,Monotoca aristata,Monotoca aristata,Ericaceae,WA,Acacia cyclops,,,,FR40
Sphenotoma parviflora,low_susceptibility,Sphenotoma parviflora,Sphenotoma parviflora,Ericaceae,WA,Acacia dealbata,2,,,FR60
Styphelia pulchella,low_susceptibility,Styphelia exserta,Styphelia exserta,Ericaceae,WA,Acacia drummondii s.l.,24,,,"FR24,59"
Trochocarpa parviflora,low_susceptibility,Acrotriche parviflora,Acrotriche parviflora,Ericaceae,WA,Acacia extensa,,,,FR24
Bossiaea obcordata,low_susceptibility,Bossiaea obcordata,Bossiaea obcordata,Fabaceae,"Qld, NSW, Vic, Tas",Acacia genistifolia,"2,3",,,
Daviesia microcarpa E,low_susceptibility,Daviesia microcarpa,Daviesia microcarpa,Fabaceae,WA,Acacia horridula,3,,,
Daviesia microphylla,low_susceptibility,Daviesia microphylla,Daviesia microphylla,Fabaceae,WA,Acacia lateriticola,,,,"FR24,Q21"
Daviesia oppositifolia,low_susceptibility,Daviesia oppositifolia,Daviesia oppositifolia,Fabaceae,WA,Acacia melanoxylon,17,,,FR60
Daviesia ovata,low_susceptibility,Daviesia ovata,Daviesia ovata,Fabaceae,WA,Acacia mitchelli,25,,,S43
Daviesia pauciflora,low_susceptibility,Daviesia pauciflora,Daviesia pauciflora,Fabaceae,WA,Acacia mucronata s.l.,"17,25",,,S43
Daviesia purpurascens,low_susceptibility,Daviesia purpurascens,Daviesia purpurascens,Fabaceae,WA,Acacia myrtifolia,"17,18,25,29",,,"S43,55,MS40,59"
Daviesia sp. [CAM] (KR Newbey 8162),low_susceptibility,Daviesia campephylla,Daviesia campephylla,Fabaceae,WA,Acacia nervosa,,,,"FR21,24"
Daviesia sp. [PLE] (AS George 10288),low_susceptibility,Daviesia pleurophylla,Daviesia pleurophylla,Fabaceae,WA,Acacia obovata,,,,FR21
Eutaxia densifolia,low_susceptibility,Eutaxia parvifolia,Eutaxia parvifolia,Fabaceae,WA,Acacia oxycedrus,25,,,S43
Gastrolobium spinosum,low_susceptibility,Gastrolobium spinosum,Gastrolobium spinosum,Fabaceae,WA,Acacia paradoxa,,,,S57
Acacia pataczekii,low_susceptibility,Acacia pataczekii,Acacia pataczekii,Fabaceae,Tas,Acacia pataczekii,,,9,LS9
Agonis floribunda,low_susceptibility,Taxandria floribunda,Taxandria floribunda,Myrtaceae,WA,Acacia preissiana,,,,FR24
Beaufortia emprtrifolia,low_susceptibility,Beaufortia empetrifolia,Beaufortia empetrifolia,Myrtaceae,WA,Acacia pulchella s.l.,"24, 50",3,,"FR50,LS40"
Beaufortia eriocephala,low_susceptibility,Beaufortia eriocephala,Beaufortia eriocephala,Myrtaceae,WA,Acacia retinodes s.l.,,,34,
Eucalyptus decipiens s.l.,low_susceptibility,Eucalyptus decipiens,Eucalyptus decipiens,Myrtaceae,WA,Acacia siculiformis,,,9,MS9
Eucalyptus ligulata subsp. stirlingica,low_susceptibility,Eucalyptus ligulata subsp. stirlingica,Eucalyptus ligulata subsp. stirlingica,Myrtaceae,WA,Acacia stenoptera,"14,24",,,
Leptospermum trinervium,low_susceptibility,Leptospermum trinervium,Leptospermum trinervium,Myrtaceae,"Qld, NSW, ACT, Vic",Acacia suaveolens,"17,25",,,"S43,FR42,LS60"
Melaleuca pritzellii,low_susceptibility,Melaleuca pritzelii,Melaleuca pritzelii,Myrtaceae,WA,Acacia terminalis s.l.,,,,
Regelia inops,low_susceptibility,Regelia inops,Regelia inops,Myrtaceae,WA,Acacia ulicifolia,17,,,
Austrostipa flavescens,low_susceptibility,Austrostipa flavescens,Austrostipa flavescens,Poaceae,"WA, SA, NSW, Vic, Tas",Acacia urophylla,,,21,"FR24,53,Q21"
Conospermum eatoniae,low_susceptibility,Conospermum eatoniae,Conospermum eatoniae,Proteaceae,WA,Acacia veronica,,,,"FR58,59"
Conospermum scaposum,low_susceptibility,Conospermum scaposum,Conospermum scaposum,Proteaceae,WA,Acacia verticillata s.l.,"2,8,17,25",,,
Conospermum undulatum,low_susceptibility,Conospermum undulatum,Conospermum undulatum,Proteaceae,WA,Paraserianthes lophantha,,,,FR22
Franklandia triaristata,low_susceptibility,Franklandia triaristata,Franklandia triaristata,Proteaceae,WA,Atherosperma moschatum,17,,,
Grevillea acrobotrya susbp. uniformis,low_susceptibility,Grevillea acrobotrya,Grevillea acrobotrya,Proteaceae,WA,Daphnandra repandula,,,,FR36
Grevillea aneura,low_susceptibility,Grevillea aneura,Grevillea aneura,Proteaceae,WA,Myristica insipida,,,16,
Grevillea annulifera,low_susceptibility,Grevillea annulifera,Grevillea annulifera,Proteaceae,WA,Rapanea achradifolia,,,,S36
Grevillea asparagoides,low_susceptibility,Grevillea asparagoides [alternative possible names: Grevillea maxwellii (pro parte taxonomic synonym)],Grevillea asparagoides,Proteaceae,WA,Acmena resa,,,16,FR36
Grevillea astericosa,low_susceptibility,Grevillea asteriscosa,Grevillea asteriscosa,Proteaceae,WA,Agonis floribunda,,,,LS59
Grevillea batrachioides E,low_susceptibility,Grevillea batrachioides,Grevillea batrachioides,Proteaceae,WA,Agonis hypericifolia,15,,,"MS40,59"
Grevillea baxteri,low_susceptibility,Grevillea baxteri,Grevillea baxteri,Proteaceae,WA,Agonis linearifolia,51,,,"S51,LS40"
Grevillea brachystylis subsp. australis V,low_susceptibility,Grevillea brachystylis subsp. australis,Grevillea brachystylis subsp. australis,Proteaceae,WA,Agonis parviceps,,,,"LS40,59"
Grevillea brachystylis subsp. brachystylis,low_susceptibility,Grevillea brachystylis subsp. brachystylis,Grevillea brachystylis subsp. brachystylis,Proteaceae,WA,Agonis spathulata,,,,"LS40,59"
Grevillea bracteosa,low_susceptibility,Grevillea bracteosa,Grevillea bracteosa,Proteaceae,WA,Angophora costata,12,,,
Grevillea candicans,low_susceptibility,Grevillea candicans,Grevillea candicans,Proteaceae,WA,Angophora hispida,,,,
Grevillea christinae E,low_susceptibility,Grevillea christineae,Grevillea christineae,Proteaceae,WA,Astartea fascicularis,40,3,,FR40
Grevillea costata,low_susceptibility,Grevillea costata,Grevillea costata,Proteaceae,WA,Astartea heteranthera,50,3,,FR50
Grevillea crowleyae,low_susceptibility,Grevillea crowleyae,Grevillea crowleyae,Proteaceae,WA,Austromyrtus sp. (Gillies BG 1484),,,,FR36
Grevillea curviloba s.l.,low_susceptibility,Grevillea curviloba,Grevillea curviloba,Proteaceae,WA,Baeckea camphorosmae,,,,"FR21,24,50"
Grevillea depauperata,low_susceptibility,Grevillea depauperata,Grevillea depauperata,Proteaceae,WA,Baeckea leptocaulis,"17,34",,33,"HS34,MS61"
Grevillea donaldiana,low_susceptibility,Grevillea donaldiana,Grevillea donaldiana,Proteaceae,WA,Baeckea pachyphylla,20,,,FR40
Grevillea dryandroides s.l.,low_susceptibility,Grevillea dryandroides,Grevillea dryandroides,Proteaceae,WA,Euryomyrtus ramosissima subsp. prostrata,25,,,
Grevillea erectiloba,low_susceptibility,Grevillea erectiloba,Grevillea erectiloba,Proteaceae,WA,Beaufortia anisandra,51,,,"S51,MS40,59"
