Species,Susceptibility Rating,suggested_name,accepted_name,family,taxon_distribution
Agonis linearifolia,susceptible_but_degree_unknown low_susceptibility,Taxandria linearifolia,Taxandria linearifolia,Myrtaceae,WA
Eucalyptus nitens,susceptible_but_degree_unknown low_susceptibility,Eucalyptus nitens,Eucalyptus nitens,Myrtaceae,"NSW, Vic"
Eucalyptus oblique,susceptible_but_degree_unknown low_susceptibility,Eucalyptus obliqua,Eucalyptus obliqua,Myrtaceae,"SA, Qld, NSW, Vic, Tas"
Eucalyptus sieberi,susceptible_but_degree_unknown low_susceptibility,Eucalyptus sieberi,Eucalyptus sieberi,Myrtaceae,"NSW, ACT, Vic, Tas"
Grevillea calliantha E,susceptible_but_degree_unknown low_susceptibility,Grevillea calliantha,Grevillea calliantha,Proteaceae,WA
Hakea trifurcata,susceptible_but_degree_unknown low_susceptibility,Hakea trifurcata,Hakea trifurcata,Proteaceae,WA
Leucopogon conostephioides,susceptible_but_degree_unknown low_susceptibility highly_susceptible,Styphelia conostephioides,Styphelia conostephioides,Ericaceae,WA
Allocasuarina thuyoides,susceptible_but_degree_unknown moderately_susceptible,Allocasuarina thuyoides,Allocasuarina thuyoides,Casuarinaceae,WA
Andersonia simplex,susceptible_but_degree_unknown moderately_susceptible,Andersonia simplex,Andersonia simplex,Ericaceae,WA
Daviesia physodes,susceptible_but_degree_unknown moderately_susceptible,Daviesia physodes,Daviesia physodes,Fabaceae,WA
Banksia caleyi,susceptible_but_degree_unknown moderately_susceptible,Banksia caleyi,Banksia caleyi,Proteaceae,WA
Dryandra arctotidis,susceptible_but_degree_unknown moderately_susceptible,Banksia arctotidis,Banksia arctotidis,Proteaceae,WA
Hakea undulata,susceptible_but_degree_unknown moderately_susceptible,Hakea undulata,Hakea undulata,Proteaceae,"WA, SA (naturalised), Vic (naturalised)"
Stirlingia latifolia,susceptible_but_degree_unknown moderately_susceptible,Stirlingia latifolia,Stirlingia latifolia,Proteaceae,WA
Beaufortia anisandra,susceptible_but_degree_unknown moderately_susceptible,Beaufortia anisandra,Beaufortia anisandra,Myrtaceae,WA
Hakea baxteri,susceptible_but_degree_unknown moderately_susceptible,Hakea baxteri,Hakea baxteri,Proteaceae,"WA, SA"
Hakea cucullata,susceptible_but_degree_unknown moderately_susceptible,Hakea cucullata [alternative possible names: Hakea conchifolia (pro parte misapplied) | Hakea victoria (pro parte misapplied) | Hakea conchifolia (misapplied)],Hakea cucullata,Proteaceae,"WA, SA (naturalised)"
Synaphea polymorpha,susceptible_but_degree_unknown moderately_susceptible,Synaphea polymorpha,Synaphea polymorpha,Proteaceae,WA
Lomandra sonderi,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Lomandra sonderi,Lomandra sonderi,Asparagaceae,WA
Dryandra seneciifolia,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Banksia seneciifolia,Banksia seneciifolia,Proteaceae,WA
Adenanthos filifolius,susceptible_but_degree_unknown moderately_susceptible highly_susceptible,Adenanthos filifolius,Adenanthos filifolius,Proteaceae,WA
Patersonia rudis,susceptible_but_degree_unknown susceptible_but_persistent,Patersonia rudis,Patersonia rudis,Iridaceae,WA
Dryandra lindleyana s.l.,susceptible_but_degree_unknown susceptible_but_persistent,Banksia dallanneyi,Banksia dallanneyi,Proteaceae,WA
Pimelea suaveolens,susceptible_but_degree_unknown susceptible_but_persistent,Pimelea suaveolens,Pimelea suaveolens,Thymelaeaceae,WA
Calytrix tetragona,susceptible_but_degree_unknown variable_susceptibility,Calytrix tetragona,Calytrix tetragona,Myrtaceae,"WA, SA, Qld, NSW, ACT, Vic, Tas"
Banksia serrata,susceptible_but_degree_unknown variable_susceptibility,Banksia serrata,Banksia serrata,Proteaceae,"Qld, NSW, Vic, Tas"
Leucopogon australis s.l.,"susceptible_but_degree_unknown, low_susceptibility",Leucopogon australis,Leucopogon australis,Ericaceae,"WA, Vic, Tas"
Leucopogon capitellatus,"susceptible_but_degree_unknown, moderately_susceptible",Leucopogon capitellatus,Leucopogon capitellatus,Ericaceae,WA
Hibbertia rhadinopoda,susceptible_but_persistent,Hibbertia diamesogenos,Hibbertia diamesogenos,Dilleniaceae,WA
Sprengelia incarnata,susceptible_but_persistent,Sprengelia incarnata [alternative possible names: Sprengelia montana (pro parte misapplied) | Sprengelia propinqua (pro parte misapplied)],Sprengelia incarnata,Ericaceae,"SA, Qld, NSW, Vic, Tas"
Bossiaea aquifolium,susceptible_but_persistent,Bossiaea aquifolium,Bossiaea aquifolium,Fabaceae,WA
Gompholobium knightianum,susceptible_but_persistent,Gompholobium knightianum,Gompholobium knightianum,Fabaceae,"WA, SA (doubtfully naturalised)"
Petrophile striata,susceptible_but_persistent,Petrophile striata,Petrophile striata,Proteaceae,WA
Allocasuarina fraseriana,susceptible_but_persistent highly_susceptible,Allocasuarina fraseriana,Allocasuarina fraseriana,Casuarinaceae,WA
Leucopogon oxycedrus,susceptible_but_persistent highly_susceptible,Styphelia nitens,Styphelia nitens,Ericaceae,WA
Xanthorrhoea gracilis,susceptible_but_persistent susceptible_but_degree_unknown highly_susceptible,Xanthorrhoea gracilis,Xanthorrhoea gracilis,Xanthorrhoeaceae,WA
Xanthorrhoea preissii,susceptible_but_persistent susceptible_but_degree_unknown highly_susceptible,Xanthorrhoea preissii,Xanthorrhoea preissii,Xanthorrhoeaceae,WA
Dryandra sessilis,susceptible_but_persistent susceptible_but_degree_unknown moderately_susceptible,Banksia sessilis,Banksia sessilis,Proteaceae,WA
Macrozamia riedlei,susceptible_but_persistent susceptible_but_degree_unknown highly_susceptible,Macrozamia riedlei,Macrozamia riedlei,Zamiaceae,WA
Allocasuarina littoralis,variable_susceptibility,Allocasuarina littoralis,Allocasuarina littoralis,Casuarinaceae,"Qld, NSW, ACT, Vic, Tas"
Lycopodium deuterodensum,variable_susceptibility,Pseudolycopodium densum,Pseudolycopodium densum,Lycopodiaceae,"SA, Qld, NSW, Vic, Tas"
Corymbia gummifera,variable_susceptibility,Corymbia gummifera,Corymbia gummifera,Myrtaceae,"Qld, NSW, Vic"
Banksia ericifolia,variable_susceptibility,Banksia ericifolia,Banksia ericifolia,Proteaceae,"NSW, Vic (doubtfully naturalised)"
Banksia paludosa subsp. paludosa,variable_susceptibility,Banksia paludosa subsp. paludosa,Banksia paludosa subsp. paludosa,Proteaceae,NSW
Isopogon anemonifolius,variable_susceptibility,Isopogon anemonifolius,Isopogon anemonifolius,Proteaceae,NSW
Lambertia formosa,variable_susceptibility,Lambertia formosa,Lambertia formosa,Proteaceae,NSW
